"gid","objectid","scalerank","featurecla","name","map_color6","map_color8","note","zone","utc_format","time_zone","iso_8601","places","dst_places","tz_name1st","tz_namesum","geom"
1,2,6,"Timezone","-10",4,4,NULL,-10,"UTC-10:00","UTC-10:00","2012-05-30T18:33:50-10:00","Arctic Ocean",NULL,NULL,0,"0106000020E610000001000000010300000001000000D2000000A0E3B2E0E1CE61C0289D40E19BB95240CEAB39C8D1CE61C03F0630668F9C5240FB73C0AFC1CE61C0566F1FEB827F5240293C4797B1CE61C06ED80E70766252405604CE7EA1CE61C08541FEF46945524084CC546691CE61C09CAAED795D285240B294DB4D81CE61C0B313DDFE500B5240DF5C623571CE61C0CA7CCC8344EE51400D25E91C61CE61C0E2E5BB0838D151403AED6F0451CE61C0F94EAB8D2BB4514068B5F6EB40CE61C010B89A121F9751406A1210B018CE61C044B16D1B8C8E5140BAFD2BFC9DCF61C098ED633F418F5140E64F52E0A8D561C0BCF327684F91514014CB798318E561C020325943CB94514054F6C39C50F161C03C397138579551403C1CFF25B7F561C088DB48DF1A95514064AE53A988FD61C0283EB3488693514097F60277BD0762C0D893FC9833925140709388B3ED0D62C004F8B2DB36905140793B0E00161362C0D099B3F2468F5140FBD27B452F1862C0086216E26E8D5140D9AFD97F101A62C0B06EBA5E288D51400BC8226C191F62C0BC1B05AFFB8E5140C422853DBB2362C0C099A347EE8F51400A2EAF3AAA2A62C09074211ACA925140A758EABD3E3162C0047A85984296514032069FE4FD3762C09C269DE82198514046C9E94C483B62C090DFE09171985140B4CC29374D4062C0E4E051E76298514077D20DA7EF4562C05895DD5B209951405DA90675494F62C01E36E2F75E9951404380FF42A35862C0E4D6E6939D99514039FD7C3EEC5C62C058834F178C9951407F3F503C586262C0C82B37E8F69851400D843E1E9F6562C0BC82E69A349951403ADB200D2A6962C0CC87CE59589A51403D2B1AC0826D62C05CF29378639D5140DD0DBA858C7162C0C00C4A034C9F514087F3FD11EC7762C0482BD1EFF9A05140C15B70790F7E62C0345398383CA35140EA51107AB28562C09408D6F110A4514061E75B302E8862C0EC39E3A19CA45140C6B38D28368A62C014E34757A6A551406DCAF12F048F62C014D195934FA95140D4DE775A929162C0C8901E32BEAA5140D38D72A94D9F62C03C909DE96AAF514069F414B9D1A362C0F41CC31B63B051401848CDD2CBA762C0A44351769AB05140BB5E1EA8E0AB62C0885AC31461B05140C94882B365B562C06804997467AE5140B5BF6EE214BE62C0E057C343E9AD514006A3D7D8F1C562C0A84ED5688FAC51403A254A38AFD062C084843B13D0AD51404E9B62B6EED962C06C71139F8EAD5140E91535E37CDF62C06CA5DA23BEAC5140D71BA04324E562C000D9E00BE3AA51403ABDF32C49E662C090C62284C7AA51401865F53D7CEC62C008B01FF6D4AE5140D621D6B870EF62C094499CD50BB051409B35482310F362C00C3C62BB0AB15140CE3DB73C4BF362C0A40FE4A490B65140BCFB458C6BF562C0306D84B3B2BA51406FAA22D42EFA62C048DBDDC902BF51402E17C6EA55FD62C05C78E453E3C051407EF8BB2EB20063C0445EA76655C2514028F8D3169B0763C0D8B4DA6A6FC45140A81FDEA07B0C63C0E40752CD85C55140CAC5DD36021863C0B4D4BD739DC651402EA25C1ADE2563C00C7641D39BC851408313432B932963C0006278B5B2C8514009BD61274F2D63C0D810217168C85140CE93BE3F0D3663C0042EF60863C6514048B0A7F6BC4063C0BCDC7E277DC6514048956E83584463C0140CC43420CA5140F4DBD4A09C4B63C044A56C4476CF51407D9A3F8D394E63C0F467757CDDD051406E89E23D295363C0882302FA99D251404D3C3D40995763C0D061DE74F9D45140385A05317D5B63C0A414C8292BD65140F9B43672B05F63C008A09AC7D9D6514085D1B744866363C0E8BCED6700D75140A4EFA413A76863C080F82170AAD65140F70BC94C686C63C08C639A61E5D7514052860767D27563C0C477143328DA5140F40D9EBDD17763C0308EC03708DB5140529B26BC667963C04C8EBCF6F9DD5140F805FD7C597C63C09862E7A003E151400ABE50090B7F63C09C7D051D05E351406097BE55328263C080F21921B7E45140AC2BD93D288663C040E75C972CE65140781146AC078A63C0F042AD770BE75140C6CCCDF2188E63C02890027870E751402DEE3D64429263C0D4B674284DE75140FD79A259A79663C06841DBF17CE65140FED324E0779B63C048DF149CC8E45140FEF7197F86A063C0F4D5BA1929E25140A6C690A7A4A663C0447D009039DE51405FC505CE3AAB63C000686CA1C5DA5140387D6F945DAF63C090B6956E08D7514092940FB4D4B063C0DC0746882DD551404487FDE0D1B063C0106F087F35D851404487FDE0D1B063C098403D632DE851404487FDE0D1B063C012F71F47180652404487FDE0D1B063C08BAD022B032452404487FDE0D1B063C00564E50EEE4152404487FDE0D1B063C07F1AC8F2D85F52404487FDE0D1B063C0F9D0AAD6C37D52404487FDE0D1B063C072878DBAAE9B52404487FDE0D1B063C0EC3D709E99B952404487FDE0D1B063C0A62642E4B0D652404487FDE0D1B063C0600F142AC8F352404487FDE0D1B063C01BF8E56FDF1053404487FDE0D1B063C0D5E0B7B5F62D53404487FDE0D1B063C08FC989FB0D4B53404487FDE0D1B063C049B25B41256853404487FDE0D1B063C0039B2D873C8553404487FDE0D1B063C0BD83FFCC53A253404487FDE0D1B063C0786CD1126BBF53404487FDE0D1B063C03255A35882DC53404487FDE0D1B063C0EC3D759E99F953404487FDE0D1B063C0A62647E4B01654404487FDE0D1B063C0600F192AC83354404487FDE0D1B063C01BF8EA6FDF5054404487FDE0D1B063C0D5E0BCB5F66D54404487FDE0D1B063C08FC98EFB0D8B54404487FDE0D1B063C049B2604125A854404487FDE0D1B063C0039B32873CC554404487FDE0D1B063C0BD8304CD53E254404487FDE0D1B063C0786CD6126BFF54404487FDE0D1B063C03255A858821C55404487FDE0D1B063C0EC3D7A9E993955404487FDE0D1B063C0137EE3D5455755404487FDE0D1B063C03ABE4C0DF27455404487FDE0D1B063C061FEB5449E9255404487FDE0D1B063C0883E1F7C4AB055404487FDE0D1B063C0AF7E88B3F6CD55404487FDE0D1B063C0D5BEF1EAA2EB55404487FDE0D1B063C0FCFE5A224F0956404487FDE0D1B063C0233FC459FB2656404487FDE0D1B063C04A7F2D91A74456404487FDE0D1B063C071BF96C8536256404487FDE0D1B063C098FFFFFFFF7F5640D7523CECB4A263C098FFFFFFFF7F56407D1E7BF7979463C098FFFFFFFF7F564020EAB9027B8663C098FFFFFFFF7F5640C5B5F80D5E7863C098FFFFFFFF7F56406E813719416A63C098FFFFFFFF7F56400E4D7624245C63C098FFFFFFFF7F5640B418B52F074E63C098FFFFFFFF7F564059E4F33AEA3F63C098FFFFFFFF7F5640F6AF3246CD3163C098FFFFFFFF7F5640A27B7151B02363C098FFFFFFFF7F56403E47B05C931563C098FFFFFFFF7F5640E412EF67760763C098FFFFFFFF7F564086DE2D7359F962C098FFFFFFFF7F56402CAA6C7E3CEB62C098FFFFFFFF7F5640CF75AB891FDD62C098FFFFFFFF7F56407541EA9402CF62C098FFFFFFFF7F56401A0D29A0E5C062C098FFFFFFFF7F5640BDD867ABC8B262C098FFFFFFFF7F564063A4A6B6ABA462C098FFFFFFFF7F56400270E5C18E9662C098FFFFFFFF7F5640A83B24CD718862C098FFFFFFFF7F56404E0763D8547A62C098FFFFFFFF7F5640F0D2A1E3376C62C098FFFFFFFF7F5640969EE0EE1A5E62C098FFFFFFFF7F5640396A1FFAFD4F62C098FFFFFFFF7F5640DE355E05E14162C098FFFFFFFF7F56407B019D10C43362C098FFFFFFFF7F564024CDDB1BA72562C098FFFFFFFF7F5640C3981A278A1762C098FFFFFFFF7F56406C6459326D0962C098FFFFFFFF7F56400E30983D50FB61C098FFFFFFFF7F5640B4FBD64833ED61C098FFFFFFFF7F564058C7155416DF61C098FFFFFFFF7F5640FA92545FF9D061C098FFFFFFFF7F5640120DF7EDE8D061C0E0F020DA536256402B87997CD8D061C027E241B4A744564043013C0BC8D061C06FD3628EFB2656405B7BDE99B7D061C0B7C483684F09564074F58028A7D061C0FEB5A442A3EB55408C6F23B796D061C046A7C51CF7CD5540A5E9C54586D061C08D98E6F64AB05540BD6368D475D061C0D58907D19E925540D5DD0A6365D061C01D7B28ABF2745540EE57ADF154D061C0646C49854657554006D24F8044D061C0AC5D6A5F9A3955404BBC366334D061C060A6222B831C554091A61D4624D061C014EFDAF66BFF5440D690042914D061C0C83793C254E254401C7BEB0B04D061C07C804B8E3DC554406165D2EEF3CF61C030C9035A26A85440A74FB9D1E3CF61C0E411BC250F8B5440EC39A0B4D3CF61C0985A74F1F76D544032248797C3CF61C04CA32CBDE0505440770E6E7AB3CF61C000ECE488C9335440BDF8545DA3CF61C0B4349D54B216544002E33B4093CF61C0687D55209BF9534085B4462083CF61C01CC60DEC83DC53400786510073CF61C0D10EC6B76CBF53408A575CE062CF61C085577E8355A253400D2967C052CF61C039A0364F3E85534090FA71A042CF61C0EEE8EE1A2768534012CC7C8032CF61C0A231A7E60F4B5340959D876022CF61C0577A5FB2F82D5340186F924012CF61C00BC3177EE11053409B409D2002CF61C0BF0BD049CAF352401D12A800F2CE61C074548815B3D65240A0E3B2E0E1CE61C0289D40E19BB95240"
2,2,6,"Timezone","-10",4,4,NULL,-10,"UTC-10:00","UTC-10:00","2012-05-30T18:33:50-10:00","United States (Aleutian Islands)","United States (Aleutian Islands)",NULL,0,"0106000020E610000001000000010300000001000000540000004CE86153FD7F6640C8F948183DC04D4060842BE9FF7F66401849334A40A64D40141F5FEAFF7F6640285F4874A1674D40D0B992EBFF7F664038755D9E02294D408454C6ECFF7F6640488B72C863EA4C4040EFF9EDFF7F664058A187F2C4AB4C40F4892DEFFF7F664068B79C1C266D4C40A82461F0FF7F664078CDB146872E4C4060BF94F1FF7F664088E3C670E8EF4B401C5AC8F2FF7F664098F9DB9A49B14B40D0F4FBF3FF7F6640A80FF1C4AA724B408C8F2FF5FF7F6640B82506EF0B344B40402A63F6FF7F6640C83B1B196DF54A40F8C496F7FF7F6640D8513043CEB64A40B45FCAF8FF7F6640E867456D2F784A4068FAFDF9FF7F6640F87D5A9790394A40249531FBFF7F664008946FC1F1FA4940D82F65FCFF7F664000AA84EB52BC494090CA98FDFF7F664010C09915B47D49404C65CCFEFF7F664020D6AE3F153F4940000000000080664030ECC36976004940000000000080664098F44F882BCD48400000000000806640F0FCDBA6E09948400000000000806640580568C5956648400000000000806640A80DF4E34A33484000000000008066400016800200004840783098DFC271664080F2D4B0671C4840E86030BF8563664008CF295FCF384840F858C432E754664018ECFA111B594840A88BAED4EA466640D06417E0D27548406428E0ECAE38664048132E13F2924840B4640261AF2A6640F8833CDC7CAF484024D95F14221D6640C892919907CB484088D76368570F6640A057A979F6E64840C02D9018E6FF654030814E0623064940900F159DC9F26540206C9C718320494094F9F145BBE46540507BCA9FB13C4940C8F3AABB32D6654040E393EABE59494068078D165BC86540B0A44F444F754940184861610ABA6540209A0C6DBE9149400084777C57AB6540703C02F3D3AE4940086A941FF29E6540D0FA435751C74940D8F253A6AE9065404006584359E349404C1FF20D0282654080CA872418004A4014F635B28077654028220D31A4144A40600182AADC6A6540A0D06495452D4A40FC8AFC9F98596540D0D77354BC4E4A403C87E499984F6540407487B501624A401C840C3BFD3F6540700FCDC7FD7F4A40BC54BB95C44865407848C7D691984A40504565F083516540E866FA3AF7B04A40E4550A4B3B5A6540986A66F42DC94A40C073FFFAE9626540202EB5AD34E14A40F8D64500926B654000673ABC08F94A402C5A87053274654070AA4E75AF104B4060FDC30ACA7C65409888EFD824284B408C88FA0F58856540D04BC9916B3F4B40B4332C15DE8D654060F4DB9F83564B40D889567A789A6540F876797577784B40CC974CCF3CA7654058480E74AA9A4B404040BD299EAF6540B0F0AB8102B14B40AC082984F7B76540E0582C8F2AC74B4018B98EDE46C0654000818F9C22DD4B408451EE388CC865401069D5A9EAF24B40E4D14793C7D06540E8EBA76181084C4060F1D345B6DD6540B0AD8CCB3E2A4C40A4D5DA4C3EE965407063728829484C40945E13A8E7F2654068A7494210614C4048C6550159F96540804D664CA8714C4074E97E06D1016640E0DAEEAE51874C40E4E6B5B547096640C05C3B65689A4C405C59D5B90B106640B80D5C1A93AB4C401012A5140919664080FB987D64C24C40C4BF49C433216640D00DCD34F7D64C402C6D79739E286640B0E42D40A3E94C40C49524CE5F316640E0DC844D87FF4C40388830D2033866400083A1571F104D4034865182FA406640508B30655F264D40E83D74DB37476640B0FB4919DA354D402C71D5E00B506640C8038B269A4B4D405C9658E9035E664078106A3BDA6D4D4000BC9EF23B6D6640F828ACFCEC924D40280983BF4A7766400875040744AB4D404CE86153FD7F6640C8F948183DC04D40"
3,1,6,"Timezone","-11",5,3,NULL,-11,"UTC-11:00","UTC-11:00","2012-05-30T17:33:50-11:00","Arctic Ocean",NULL,NULL,0,"0106000020E610000001000000010300000001000000B7000000B92826DA25BE63C0609C6F91C9C75140F83945D392C563C02457D9823FC351403A8145B184C863C010C0BD83D6C25140C95F9CCA9BD063C00456D614A2C35140953EE29008D863C028956BADF5C251403B6DCDB9E0DE63C0A42FAA0F1FC551402F593AECCCE463C01019A076A7C5514085494A42AFEB63C038CA5AF1E8C45140ED252BA459F563C07463624C8BC251402069C86D29FD63C0B0FEDD3DE2BF5140648A6152F10264C05894915100BD514089567D07600564C078604BB93BBB5140D6F96C3C5C0A64C0ECE9045AA1B65140BFB71AD97E1264C0F8F1C96B13B151400445BC5BB31964C05C141DCF59AA51406B45441EA22364C0D8D2FB5C08A551402A451FF8222964C014C723C556A15140E2E115EE2F2B64C0149A2AAC26A15140DE1D0003903A64C0F850BDEC87A35140D6357D001F3E64C07C9CBD0694A35140E0303E87514164C0E06F327F30A35140A82E5408044764C090C6D5CA42A1514028D36EC2E44E64C00C1AB368B69C5140126FFFC7655864C0784FF5010798514057701A62B75C64C0C80085DDE2945140FBE9068DFD5F64C0005F6FE1A791514004A9888F816764C08C654FE12E8751400C04CE81587064C064AAB2EC227D51409FE6DEE6B87264C03089941E8B79514073ECC686FC7764C0EC6548EED36B5140849E7AA9627864C07861850C336851408F1A41833A7864C00482FF08B75E5140FB027E93D87864C0D80D1D64E15B51404771173A1D7A64C0C4F63F604D5951400EC34CBB198264C0841E5EC73D505140C52E702F0A8C64C07C3EB172B149514003CE56C8F58F64C0480CD98D334851404A8A55E1259C64C05CB11F694C475140BF3C4B3634A664C0B4FCD5911B455140D1733121D8AB64C07CD3DFC6F7445140A83B0785B3B264C07C78FCCA4B445140CAD234EFA1C164C0A83E418BEF455140B4F74427DECA64C0B0BD2F584845514039A3FAF622CF64C064D1D3463444514077A835D7E4D264C0BC1FB4326B425140DF9FC578C9D564C0F81B52DE1C405140471B83E302D864C0C09ED1A32C3D5140C186234AE4D864C02C9E27B1433A514039521B081DE764C0F4E4D88D9C2E5140AD1D13C655F564C0C02B8A6AF522514025E90A848E0365C07C723B474E1751409DB40242C71165C048B9EC23A70B51401580FAFFFF1F65C004009E00000051400F94EEFF792C65C0206DF715E10F5140CCF565FA593665C020EBB3EB09215140427C27582C4465C0B84239F89535514063D267B52A5165C018B70E5975485140F24BA011785C65C0BCDF8A0D92585140EA6708C5CF6A65C0E06173C4A86C514032A139B2D87665C02890F90B3C7D51406ACFC2C1758365C004D201675A8E5140D33DE56D459065C0D0290BC77D9F5140E1338FFF499065C09C93BA23C8AC5140E1338FFF499065C03851B286A6CA5140E1338FFF499065C0D00EAAE984E85140E1338FFF499065C068CCA14C63065240E1338FFF499065C0008A99AF41245240E1338FFF499065C09847911220425240E1338FFF499065C030058975FE5F5240E1338FFF499065C0C8C280D8DC7D5240E1338FFF499065C05480783BBB9B5240E1338FFF499065C0EC3D709E99B95240E1338FFF499065C0B02642E4B0D65240E1338FFF499065C0640F142AC8F35240E1338FFF499065C024F8E56FDF105340E1338FFF499065C0D8E0B7B5F62D5340E1338FFF499065C08CC989FB0D4B5340E1338FFF499065C050B25B4125685340E1338FFF499065C0049B2D873C855340E1338FFF499065C0C483FFCC53A25340E1338FFF499065C0786CD1126BBF5340E1338FFF499065C03855A35882DC5340E1338FFF499065C0EC3D759E99F95340E1338FFF499065C0B02647E4B0165440E1338FFF499065C0640F192AC8335440E1338FFF499065C024F8EA6FDF505440E1338FFF499065C0D8E0BCB5F66D5440E1338FFF499065C08CC98EFB0D8B5440E1338FFF499065C050B2604125A85440E1338FFF499065C0049B32873CC55440E1338FFF499065C0C48304CD53E25440E1338FFF499065C0786CD6126BFF5440E1338FFF499065C03855A858821C5540E1338FFF499065C0EC3D7A9E99395540E1338FFF499065C0147EE3D545575540E1338FFF499065C03CBE4C0DF2745540E1338FFF499065C064FEB5449E925540E1338FFF499065C08C3E1F7C4AB05540E1338FFF499065C0B47E88B3F6CD5540E1338FFF499065C0D0BEF1EAA2EB5540E1338FFF499065C0F8FE5A224F095640E1338FFF499065C0203FC459FB265640E1338FFF499065C0487F2D91A7445640E1338FFF499065C070BF96C853625640E1338FFF499065C098FFFFFFFF7F564010EB8AE02F8265C098FFFFFFFF7F564039A286C1157465C098FFFFFFFF7F5640625982A2FB6565C098FFFFFFFF7F56408C107E83E15765C098FFFFFFFF7F5640B2C77964C74965C098FFFFFFFF7F5640E17E7545AD3B65C098FFFFFFFF7F564007367126932D65C098FFFFFFFF7F564033ED6C07791F65C098FFFFFFFF7F564059A468E85E1165C098FFFFFFFF7F56407F5B64C9440365C098FFFFFFFF7F5640AF1260AA2AF564C098FFFFFFFF7F5640D8C95B8B10E764C098FFFFFFFF7F5640FE80576CF6D864C098FFFFFFFF7F56401738534DDCCA64C098FFFFFFFF7F564040EF4E2EC2BC64C098FFFFFFFF7F564066A64A0FA8AE64C098FFFFFFFF7F5640A55D46F08DA064C098FFFFFFFF7F5640B91442D1739264C098FFFFFFFF7F5640E2CB3DB2598464C098FFFFFFFF7F56400E8339933F7664C098FFFFFFFF7F5640343A3574256864C098FFFFFFFF7F56405DF130550B5A64C098FFFFFFFF7F564083A82C36F14B64C098FFFFFFFF7F5640AF5F2817D73D64C098FFFFFFFF7F5640D51624F8BC2F64C098FFFFFFFF7F564005CE1FD9A22164C098FFFFFFFF7F564041851BBA881364C098FFFFFFFF7F5640513C179B6E0564C098FFFFFFFF7F564083F3127C54F763C098FFFFFFFF7F5640A3AA0E5D3AE963C098FFFFFFFF7F5640D2610A3E20DB63C098FFFFFFFF7F5640F818061F06CD63C098FFFFFFFF7F564021D00100ECBE63C098FFFFFFFF7F56404B87FDE0D1B063C098FFFFFFFF7F56404B87FDE0D1B063C070BF96C8536256404B87FDE0D1B063C0487F2D91A74456404B87FDE0D1B063C0203FC459FB2656404B87FDE0D1B063C0F8FE5A224F0956404B87FDE0D1B063C0D0BEF1EAA2EB55404B87FDE0D1B063C0B47E88B3F6CD55404B87FDE0D1B063C08C3E1F7C4AB055404B87FDE0D1B063C064FEB5449E9255404B87FDE0D1B063C03CBE4C0DF27455404B87FDE0D1B063C0147EE3D5455755404B87FDE0D1B063C0EC3D7A9E993955404B87FDE0D1B063C03855A858821C55404B87FDE0D1B063C0786CD6126BFF54404B87FDE0D1B063C0C48304CD53E254404B87FDE0D1B063C0049B32873CC554404B87FDE0D1B063C050B2604125A854404B87FDE0D1B063C08CC98EFB0D8B54404B87FDE0D1B063C0D8E0BCB5F66D54404B87FDE0D1B063C024F8EA6FDF5054404B87FDE0D1B063C0640F192AC83354404B87FDE0D1B063C0B02647E4B01654404B87FDE0D1B063C0EC3D759E99F953404B87FDE0D1B063C03855A35882DC53404B87FDE0D1B063C0786CD1126BBF53404B87FDE0D1B063C0C483FFCC53A253404B87FDE0D1B063C0049B2D873C8553404B87FDE0D1B063C050B25B41256853404B87FDE0D1B063C08CC989FB0D4B53404B87FDE0D1B063C0D8E0B7B5F62D53404B87FDE0D1B063C024F8E56FDF1053404B87FDE0D1B063C0640F142AC8F352404B87FDE0D1B063C0B02642E4B0D652404B87FDE0D1B063C0EC3D709E99B952406C4D9ECDD3B063C0E4136F1E0A9D524090133FBAD5B063C0D0E96D9E7A805240B1D9DFA6D7B063C0C8BF6C1EEB635240D29F8093D9B063C0C0956B9E5B475240F6652180DBB063C0B86B6A1ECC2A5240182CC26CDDB063C0A441699E3C0E524039F26259DFB063C09C17681EADF151405DB80346E1B063C088ED669E1DD5514023E38052D6B563C0008F9B06D7CE5140297BF16CD0B863C0D41AF926D5CB5140B92826DA25BE63C0609C6F91C9C75140"
4,1,6,"Timezone","-11",5,3,NULL,-11,"UTC-11:00","UTC-11:00","2012-05-30T17:33:50-11:00","American Samoa, Niue",NULL,NULL,0,"0106000020E6100000010000000103000000010000008E000000FC7E6ABC748F65C0A0887B67820A2E40FC7E6ABC748F65C0E0FFFFFFFFFF2D40CC13F56F848065C0E0FFFFFFFFFF2D409CA87F23947165C0E0FFFFFFFFFF2D406F3D0AD7A36265C0E0FFFFFFFFFF2D403FD2948AB35365C0E0FFFFFFFFFF2D4013671F3EC34465C0E0FFFFFFFFFF2D40E3FBA9F1D23565C0E0FFFFFFFFFF2D404AE2FD8D3F2665C0E074EA1400002E40B0C8512AAC1665C000EAD42900002E4017AFA5C6180765C0005FBF3E00002E407E95F96285F764C000D4A95300002E40E87B4DFFF1E764C00049946800002E404E62A19B5ED864C000BE7E7D00002E40B548F537CBC864C0A032699200002E401C2F49D437B964C0A0A753A700002E4083159D70A4A964C0A01C3EBC00002E40E9FBF00C119A64C0A09128D100002E4050E244A97D8A64C0C00613E600002E40B7C89845EA7A64C0C07BFDFA00002E401EAFECE1566B64C0C0F0E70F01002E408895407EC35B64C0C065D22401002E40EE7B941A304C64C060DABC3901002E405562E8B69C3C64C0604FA74E01002E40BC483C53092D64C060C4916301002E40232F90EF751D64C060397C7801002E408915E48BE20D64C060AE668D01002E40F0FB37284FFE63C0802351A201002E4057E28BC4BBEE63C080983BB701002E40C1C8DF6028DF63C0800D26CC01002E4027AF33FD94CF63C0208210E101002E408E95879901C063C020F7FAF501002E408E95879901C063C080D8750A88FF2D40CAE0A51890B063C080D8750A88FF2D400F0D64A88FB063C0A029F7228EFF2C40583922388FB063C0A07A783B94FF2B409E65E0C78EB063C0C0CBF9539AFF2A40E6919E578EB063C0C01C7B6CA0FF29402FBE5CE78DB063C0E06DFC84A6FF284075EA1A778DB063C0E0BE7D9DACFF2740BE16D9068DB063C0800FFFB5B2FF2640034397968CB063C0006180CEB8FF25404C6F55268CB063C0A0B101E7BEFF2440959B13B68BB063C0C00283FFC4FF2340DAC7D1458BB063C0C0530418CBFF224020F48FD58AB063C0E0A48530D1FF214069204E658AB063C0E0F50649D7FF2040B14C0CF589B063C0008E10C3BAFF1F40F778CA8489B063C0003013F4C6FF1D4040A5881489B063C040D21525D3FF1B4085D146A488B063C080731856DFFF1940CEFD043488B063C080161B87EBFF1740142AC3C387B063C0C0B71DB8F7FF154041742C5C78B063C0C09B969DCFBF1340A6A05457EEC063C0C09B969DCFBF1340C8AA273413D063C0C09B969DCFBF13402DD74F2F89E063C0C09B969DCFBF13409503782AFFF063C0C09B969DCFBF1340B70D4B07240064C0C09B969DCFBF13403C703CFC781464C0C09B969DCFBF13403A683CFC781464C000A197EA69231240D35E3CFC781464C000503650CE3E1040CA533CFC781464C080581841D60B0C40FA493CFC781464C0803EB2417B18084029403CFC781464C080864B4220250440F2353CFC781464C0806D4078A1070040E62B3CFC781464C00006512C77F8F73F9808EC8EF20764C0006F9A5A28F3F23FF6F737B632FD63C0000294D52348ED3FED3A17F334F263C0002C7D8F5378E43F21289524B2E763C000B459A42C16D83FA6C22914A1DE63C0005056CD1719C33FCDEA16FE91CF63C00040FF628231CDBFCDEA16FE91CF63C0006EFF3C8080E3BFD0EA16FE91CF63C00028257AC40EF0BFD0EA16FE91CF63C00037EC3B34CAF7BFD3EA16FE91CF63C000CC901190A4FFBFD3EA16FE91CF63C080F2A8E0511304C0609EA8885BE163C08045A3E0511304C00577888945F263C000E19DE0511304C05535FFF7C40064C0004299E0511304C0700CDFF8AE1164C080DD93E0511304C027578AB0632164C080DB8EE0511304C0C89E3568183164C080D989E0511304C0F2E7E01FCD4064C080D784E0511304C0932F8CD7815064C080D57FE0511304C038086CD86B6164C000717AE0511304C065511790207164C0006F75E0511304C00699C247D58064C0006D70E0511304C006DC6DFF899064C0006B6BE0511304C0712E19B73EA064C0006966E0511304C01607F9B728B164C0800461E0511304C0CA51A46FDDC064C080025CE0511304C0F4091BDE5CCF64C0006357E0511304C098E2FADE46E064C080FE51E0511304C0F78F714DC6EE64C0005F4DE0511304C04E4258BCBA0565C0800C46E0511304C0F31A38BDA41665C000A840E0511304C012834C07C42865C080E03AE0511304C0357C959A183C65C000B734E0511304C03950759B024D65C080522FE0511304C0000DEC09825B65C000B32AE0511304C08301359DD66E65C0808924E0511304C0CCEF7D302B8265C000C026E0511304C0497BB69B109065C000B1A6CE141304C0C33E84760C9065C09484FE91F80C01C09221BC8C089065C05412CE4E6764FCBF14067C29049065C0EED91C51A6FDF5BFF8DA9110009065C00033B5D85803F0BFF5DA9110009065C00022A41EB806E0BFF5DA9110009065C00000A0772FFA4ABFF5DA9110009065C000B0D00D76F2DF3FF5DA9110009065C0009AAE9934F9EF3FF5DA9110009065C0006D3A1697FCF73FF5DA9110009065C0008D9DDF93FCFF3FF5DA9110009065C00055805448FE0340F5DA9110009065C080E531B946FE0740F5DA9110009065C08075E31D45FE0B40F5DA9110009065C08005958243FE0F40F5DA9110009065C0C04AA3F320FF1140F5DA9110009065C00013FC2520FF1340F5DA9110009065C040DA54581FFF1540F5DA9110009065C040A2AD8A1EFF1740F5DA9110009065C0406A06BD1DFF1940F5DA9110009065C040325FEF1CFF1B40F5DA9110009065C080FAB7211CFF1D40F5DA9110009065C080C210541BFF1F40F5DA9110009065C040C534438DFF2040F5DA9110009065C0E02861DC8CFF2140F5DA9110009065C0008D8D758CFF2240F5DA9110009065C000F1B90E8CFF2340F5DA9110009065C00055E6A78BFF2440F5DA9110009065C0A0B812418BFF2540F5DA9110009065C0A01C3FDA8AFF2640F5DA9110009065C0C0806B738AFF2740F5DA9110009065C0C0E4970C8AFF2840F5DA9110009065C0C048C4A589FF2940F5DA9110009065C0C0ACF03E89FF2A40F5DA9110009065C0E0101DD888FF2B40F5DA9110009065C08074497188FF2C40F5DA9110009065C080D8750A88FF2D40FC7E6ABC748F65C0A0887B67820A2E40"
