"gid","ansicode","areaid","fullname","mtfcc","aland","awater","intptlat","intptlon","geom"
1,NULL,"110509768024","Tripler Army Medical Ctr","K2110",1443458,0,"+21.3620086","-157.8896492","0106000020E610000001000000010300000001000000710000008194D8B5BDBC63C052B7B3AF3C5C3540C9E7154FBDBC63C0A0A52BD8465C35400BF148BCBCBC63C0DA8CD310555C35403A02B859BCBC63C0A69C2FF65E5C35406A1327F7BBBC63C08FC536A9685C3540ED0BE885BBBC63C0483657CD735C35402F151BF3BABC63C03B71395E815C35400C59DDEAB9BC63C0CFC0C8CB9A5C354000529B38B9BC63C0E9263108AC5C3540CCEB8843B6BC63C065FD6662BA5C354087A757CAB2BC63C0B6D8EDB3CA5C3540A6423C12AFBC63C0AD68739CDB5C3540BABC395CABBC63C0E6E786A6EC5C35407B4FE5B4A7BC63C07E6FD39FFD5C35409AD024B1A4BC63C0D66F26A60B5D35407D0569C6A2BC63C09605137F145D35409CC58B85A1BC63C06AA2CF47195D35402CBAF59A9EBC63C08483BD89215D35402101A3CB9BBC63C07A8EC877295D3540ECD973999ABC63C07EE36BCF2C5D3540C91D369199BC63C077DB85E63A5D3540B29C84D297BC63C0170D198F525D35404E7E8B4E96BC63C0D3872EA86F5D35403CA06CCA95BC63C0C26D6DE1795D3540D21DC4CE94BC63C011E15F048D5D35405BED612F94BC63C0B7B24467995D35409162804493BC63C0D8B8FE5D9F5D354050340F6091BC63C09CA38E8EAB5D354099BB96908FBC63C0C366800BB25D35408811C2A38DBC63C08A213999B85D35408FA9BBB28BBC63C092CB7F48BF5D3540E99B340D8ABC63C0BAF605F4C25D35407AAA436E86BC63C033E02C25CB5D354027840EBA84BC63C03DF20703CF5D3540E76F422182BC63C0C0B33D7AC35D354095490D6D80BC63C0ED7E15E0BB5D3540718DCF647FBC63C0FCC8AD49B75D354084D382177DBC63C03718EAB0C25D3540BCCADAA678BC63C04AF1F109D95D354017F19D9875BC63C027BD6F7CED5D35400D384BC972BC63C08F8CD5E6FF5D3540C6BFCFB870BC63C064AE0CAA0D5E35406214048F6FBC63C0D21DC4CE145E3540103CBEBD6BBC63C06A882AFC195E3540D7BFEB3367BC63C03143E389205E35404485EAE662BC63C0161747E5265E3540FE99417C60BC63C0FC523F6F2A5E35406493FC885FBC63C03B55BE67245E35401878EE3D5CBC63C0C24EB16A105E3540912A8A5759BC63C066F9BA0CFF5D3540B6F5D37F56BC63C0BA8784EFFD5D3540259694BB4FBC63C03ECE3461FB5D3540F3E505D847BC63C07B681F2BF85D35402A36E67544BC63C04C18CDCAF65D35404AD1CABD40BC63C0DCD8EC48F55D35406BD443343ABC63C0DD408177F25D354019E2581737BC63C099D36531B15D3540E04BE14133BC63C0FCE07CEA585D3540D4B7CCE932BC63C0302FC03E3A5D3540ED478AC830BC63C08FC360FE0A5D3540ADA6EB892EBC63C0F67CCD72D95C35407C9BFEEC47BC63C095826E2F695C3540FB5B02F04FBC63C0B05758703F5C3540E10D695460BC63C053EC681CEA5B3540629E95B462BC63C0A48D23D6E25B3540FF04172B6ABC63C05B3FFD67CD5B35406D74CE4F71BC63C0E179A9D8985B35403672DD9472BC63C0B1A4DC7D8E5B354000E3193474BC63C0F833BC59835B354047753A9075BC63C0AA454431795B354057056A3178BC63C0F60CE198655B3540C1C6F5EF7ABC63C018416326515B3540B471C45A7CBC63C0658D7A88465B35402A5437177FBC63C0C9B08A37325B3540170E846481BC63C0AE4A22FB205B3540D5D0066083BC63C0D36BB3B1125B354068B27F9E86BC63C07FDDE9CE135B3540F1845E7F92BC63C06519E258175B3540A0A4C00298BC63C03561FBC9185B3540F8FA5A979ABC63C0F65E7CD11E5B354004029D499BBC63C0E527D53E1D5B35408109DCBA9BBC63C018CDCAF6215B3540E0F76F5E9CBC63C0217711A6285B35402D7B12D89CBC63C0C3F352B1315B35406806F1819DBC63C0657094BC3A5B35400E2E1D739EBC63C0A1BFD023465B35408A8EE4F29FBC63C0406CE9D1545B354060200890A1BC63C0200890A1635B35404837C2A2A2BC63C004745FCE6C5B3540C43E0114A3BC63C02C9FE579705B3540887FD8D2A3BC63C05F44DB31755B3540176536C8A4BC63C0EC34D252795B3540BD8C62B9A5BC63C08507CDAE7B5B3540E0BBCD1BA7BC63C091813CBB7C5B3540EAE74D45AABC63C060C9552C7E5B35401FF5D72BACBC63C0895C70067F5B3540C58F3177ADBC63C053E751F17F5B354054026212AEBC63C0B3EF8AE07F5B35402F51BD35B0BC63C0C9E369F9815B35405857056AB1BC63C0096B63EC845B3540451152B7B3BC63C05859DB148F5B3540207A5226B5BC63C08EEBDFF5995B35403D5FB35CB6BC63C0B5334C6DA95B3540FC5580EFB6BC63C09012BBB6B75B35409C4D4700B7BC63C021753BFBCA5B35405C1FD61BB5BC63C0008C67D0D05B3540797764ACB6BC63C0A4703D0AD75B354024B55032B9BC63C0F98381E7DE5B354035B8AD2DBCBC63C02BC1E270E65B354093196F2BBDBC63C0759483D9045C3540F8DEDFA0BDBC63C0CEFC6A0E105C3540C95A43A9BDBC63C0E3A59BC4205C35408194D8B5BDBC63C052B7B3AF3C5C3540"
2,NULL,"110509768183","Aliamanu Mil Res","K2110",2104133,0,"+21.3609483","-157.9117716","0106000020E6100000010000000103000000010000009D000000E08101848FBD63C085B53176C25B3540C39CA04D8EBD63C0807D74EACA5B3540705CC64D8DBD63C0ACFD9DEDD15B3540A6D1E4628CBD63C0A7406667D15B3540897956D28ABD63C07DAD4B8DD05B3540FCFB8C0B87BD63C0B894F3C5DE5B3540632992AF84BD63C0689599D2FA5B354064EAAEEC82BD63C04B1E4FCB0F5C35409F8F32E282BD63C0D4B9A294105C3540A0A9D72D82BD63C0EACA67791E5C354058703FE081BD63C00BD12170245C35409A79724D81BD63C0C44142942F5C3540CA17B49080BD63C02CF4C132365C3540DD5D67437EBD63C0AAB706B64A5C354090DAC4C97DBD63C078978BF84E5C3540BA2EFCE07CBD63C0956588635D5C3540F855B95079BD63C013807F4A955C35403F1C244479BD63C01405FA449E5C3540B6662B2F79BD63C0A837A3E6AB5C3540C287122D79BD63C0BF2B82FFAD5C354051BB5F0578BD63C07FC16ED8B65C3540CFDC43C277BD63C054C6BFCFB85C35400D384BC972BD63C052B5DD04DF5C3540EDF2AD0F6BBD63C026E318C91E5D35409BE61DA768BD63C0B5DD04DF345D35404A287D2164BD63C0E6B2D1393F5D354090F63FC05ABD63C06FF085C9545D3540459C4EB255BD63C099A0866F615D3540273273814BBD63C02FA3586E695D35400E85CFD641BD63C057EBC4E5785D35401AC05B2041BD63C0B136C64E785D35409DB81CAF40BD63C0EC681CEA775D354003B2D7BB3FBD63C064CDC820775D3540091687333FBD63C022DE3AFF765D354098158A743FBD63C028D53E1D8F5D3540DF4E22C23FBD63C037DE1D19AB5D35402D5F97E13FBD63C014252191B65D35406E4E250340BD63C02A1900AAB85D3540D3A0681E40BD63C01E37FC6EBA5D354021B1DD3D40BD63C0DECCE847C35D35409224085740BD63C00A4D124BCA5D35406EC1525D40BD63C01B84B9DDCB5D3540CD3CB9A640BD63C0BD1DE1B4E05D354056D80C7041BD63C05E0EBBEF185E35408CDAFD2A40BD63C005C3B986195E354015376E313FBD63C064CBF275195E3540A5F78DAF3DBD63C01D1F2DCE185E35402E54FEB53CBD63C0F48B12F4175E3540E84EB0FF3ABD63C0FBB0DEA8155E3540ADC3D1553ABD63C00D501A6A145E3540D1402C9B39BD63C09D103AE8125E3540FA9CBB5D2FBD63C04948A46DFC5D35409BAE27BA2EBD63C03811FDDAFA5D3540B3976DA72DBD63C03A799109F85D35409C89E9422CBD63C089B2B794F35D35403DB5FAEA2ABD63C0F1475167EE5D3540971AA19F29BD63C012312592E85D354021EA3E0029BD63C04FCB0F5CE55D35409E98F56228BD63C04B766C04E25D35400305DEC927BD63C005323B8BDE5D3540E692AAED26BD63C0A9F92AF9D85D354016BEBED625BD63C054E6E61BD15D3540C37DE4D624BD63C0581EA4A7C85D3540295DFA9724BD63C0003B376DC65D35408E3C105924BD63C0A857CA32C45D35407CD11E2F24BD63C0F6285C8FC25D35401135D1E723BD63C0569929ADBF5D3540890CAB7823BD63C065E3C116BB5D3540FA997ADD22BD63C0B6847CD0B35D3540B9AAECBB22BD63C0635E471CB25D35400C923EAD22BD63C07CBABA63B15D35400CACE3F821BD63C010B3976DA75D3540153944DC1CBD63C0299485AFAF5D35409BE447FC0ABD63C04417D4B7CC5D35409C8BBFED09BD63C0963D096CCE5D35407E8CB96B09BD63C01FD95C35CF5D3540CC29013109BD63C0E3A6069ACF5D35409624CFF5FDBC63C0C3B645990D5E35401407D0EFFBBC63C046B247A8195E35409DD66D50FBBC63C0425DA450165E3540392BA226FABC63C034F6251B0F5E35409E978A8DF9BC63C048FDF50A0B5E3540F8E28BF6F8BC63C0FCFB8C0B075E354058923CD7F7BC63C0BF44BC75FE5D354034492C29F7BC63C0C214E5D2F85D354083C13577F4BC63C0EC6D3315E25D354095607138F3BC63C02D40DB6AD65D3540D89DEE3CF1BC63C0BE4BA94BC65D3540C2C3B46FEEBC63C0D76D50FBAD5D3540DB148F8BEABC63C0FAEC80EB8A5D35402F302B14E9BC63C02B8881AE7D5D354030D7A205E8BC63C0834E081D745D3540B6F81400E3BC63C0FF93BF7B475D35400B7C45B7DEBC63C03DD7F7E1205D3540C6DE8B2FDABC63C0999B6F44F75C3540DEC7D11CD9BC63C069C6A2E9EC5C3540EC6AF294D5BC63C02CD505BCCC5C354041BAD8B4D2BC63C0C93D5DDDB15C3540772FF7C9D1BC63C0FD2D01F8A75C35400C207C28D1BC63C08A01124DA05C35403C31EBC5D0BC63C0B1A71DFE9A5C354060AE450BD0BC63C0DA1D520C905C3540E97DE36BCFBC63C0E0BDA3C6845C354072C0AE26CFBC63C0A19E3E027F5C3540724D81CCCEBC63C08200193A765C354073DA5372CEBC63C04C6E14596B5C354061890794CDBC63C0601E32E5435C354043C9E4D4CEBC63C0527DE717255C3540A88E554ACFBC63C036CCD078225C3540F59ECA69CFBC63C04E2844C0215C354041D47D00D2BC63C0D2510E66135C3540F818AC38D5BC63C0AF9811DE1E5C3540F8FE06EDD5BC63C02A52616C215C354037DF88EED9BC63C09204E10A285C3540E8667FA0DCBC63C043CBBA7F2C5C3540179D2CB5DEBC63C0880FECF82F5C3540282D5C56E1BC63C063D17476325C3540C6A2E9ECE4BC63C074081C09345C3540317E1AF7E6BC63C0711B0DE02D5C3540F4A44C6AE8BC63C00344C18C295C3540A6B915C2EABC63C0BE4A3E76175C354081221631ECBC63C047C9AB730C5C3540E3A430EFF1BC63C01618B2BAD55B35402FC03E3AF5BC63C0E449D235935B3540BB7CEBC3FABC63C06DC83F33885B3540B37C5D86FFBC63C007616EF7725B3540F2B5679604BD63C0D1CE6916685B35402541B8020ABD63C04C6BD3D85E5B3540F3C7B4360DBD63C0CA8CB7955E5B354061376C5B14BD63C0C4CF7F0F5E5B35403BDF4F8D17BD63C0F302ECA3535B35403068210123BD63C02592E865145B3540E96514CB2DBD63C0204432E4D85A3540AC72A1F22FBD63C06AC020E9D35A3540E60819C833BD63C009336DFFCA5A354078431A1538BD63C0E36F7B82C45A3540EEB25F773ABD63C032E36DA5D75A35409B58E02B3ABD63C078279F1EDB5A3540E1D05B3C3CBD63C0DA1CE736E15A35408D4292593DBD63C08AE3C0ABE55A3540A227655243BD63C090A0F831E65A35404BC972124ABD63C0B1C398F4F75A35400F80B8AB57BD63C02BBEA1F0D95A3540B49080D165BD63C0D828EB37135B3540DB148F8B6ABD63C03C86C77E165B3540988922A46EBD63C09A266C3F195B354071E316F373BD63C0215A2BDA1C5B3540E19524CF75BD63C095EEAEB3215B3540884A236676BD63C07AC2120F285B354085949F547BBD63C0DC2BF3565D5B35401E3350197FBD63C05378D0ECBA5B35405401F73C7FBD63C099BC0166BE5B3540B9C667B27FBD63C0750305DEC95B3540DA1A118C83BD63C0341477BCC95B3540E1B54B1B8EBD63C036E49F19C45B3540520FD1E88EBD63C0D11E2FA4C35B3540E08101848FBD63C085B53176C25B3540"
3,NULL,"110509768096","Waianae-Kai Mil Res","K2110",34407,0,"+21.4469221","-158.1909990","0106000020E6100000010000000103000000010000002C000000E31B0A9F2DC663C067B62BF4C1723540079964E42CC663C077853E58C67235407F315BB22AC663C0E7E104A6D3723540978DCEF929C663C097A8DE1AD87235401AF9BCE229C663C092EBA694D7723540A33B889D29C663C081B4FF01D672354026A7768629C663C01CEF8E8CD5723540A5164A2627C663C0E65C8AABCA7235403BC8EBC124C663C03F8BA548BE7235401D56B8E523C663C08FC4CBD3B972354037001B1021C663C0C784984BAA723540083D9B551FC663C0198EE733A07235406893C3271DC663C0083A5AD5927235405DC0CB0C1BC663C0B03907CF8472354070ECD97319C663C0F20BAF24797235403B527DE717C663C0100874266D723540AC527AA617C663C09A0B5C1E6B7235406C97361C16C663C0705B5B785E72354020D5B0DF13C663C0166EF9484A72354073D6A71C13C663C097C79A91417235404B77D7D910C663C0BCCB457C27723540B62DCA6C10C663C0064834812272354004CB113210C663C079573D601E72354047567E190CC663C059DDEA39E97135405D16139B0FC663C059C0046EDD713540452DCDAD10C663C0F4FA93F8DC7135405798BED710C663C0F84F3750E07135403EAF78EA11C663C0E7525C55F67135405A46EA3D15C663C0C558A65F22723540C40776FC17C663C053EBFD463B723540643E20D019C663C03387A4164A7235400F09DFFB1BC663C0228AC91B60723540320400C71EC663C0032670EB6E72354019E76F4221C663C05C8E57207A723540D76A0F7B21C663C06808C72C7B723540F965304624C663C0D9CC21A985723540E6EB32FC27C663C0EA20AF07937235402D0B26FE28C663C0C47AA35698723540D97C5C1B2AC663C04489963C9E723540319413ED2AC663C0CEA96400A87235400740DCD52BC663C09F76F86BB27235405436ACA92CC663C04ED53DB2B9723540603DEE5B2DC663C0B0CA85CABF723540E31B0A9F2DC663C067B62BF4C1723540"
